;Aliser_050n;Azacyt_1.5u;AZD148_005u;AZD818_050u;Bafilo_1.2n;BGJ398_007u;BMS536_002u;Bortez_020n;Bortez_020n.1;Caboza_010u;Capiva_050u;Carbop_007u;CCT020_003u;CCT196_001u;CCT196_001u.1;CGP573_010u;Chloro_040u;Cispla_250n;Cispla_500n;Compou_008u;Crizot_002u;Defero_007u;Doxoru_080n;eFT508_025u;Erasti_015u;Ferros_060u;Gefiti_002u;Gefiti_002u.1;Ibudil_400u;IMR1._080u;JSH23_060u;L75550_025u;Lazert_001u;Lenvat_040u;Levofl_250u;LGK974_005u;LIMKi3_030u;LY3009_003u;LY3009_003u.1;Mavele_001u;Mefloq_010u;Methot_040n;MG132z_510n;Mitomy_002x;ML210._030u;NaButy_002m;NAcety_015m;Napabu_001u;Navito_006u;Nigeri_100n;Nutlin_025u;Olapar_020u;Osimer_001u;Osimer_005u;Osimer_020n;Osimer_100n;Osimer_100n.1;Osimer_100n.2;Osimer_100n.3;OsiSor_015u;Oxalip_005u;Paclit_005n;Palboc_010u;Pemetr_080n;Pemetr_100n;Pemetr_100n.1;Phenfo_050u;phenyl_002m;Plurip_010u;Pralat_003n;Proben_500u;PROTAC_010u;RAF265_005u;Regora_010u;Rocile_001u;S63845_010u;Saraca_500n;SBI020_005u;SHP099_050u;Sorafe_005u;Sorafe_005u.1;Sotora_035u;Spauti_007u;statti_007u;STO609_030u;Suniti_015u;TAE684_001u;Tazeme_040u;Temps0_000u;Temps0_000u.1;Temps0_000u.2;Temps0_000u.3;Temps0_000u.4;Temps0_000u.5;Temps0_000u.6;Temps0_000u.7;Temps0_000u.8;Temps0_000u.9;Temsir_006u;Thapsi_008n;THZ1_090n;Tramet_030n;Tramet_030n.1;Tramet_040n;Tricho_110n;Trimet_600u;Tunica_0.5x;U0126E_030u;Vemura_007u;Vorino_002u;WZ4002_001u;X13271_005u;X13271_005u.1;X13271_008u;X13271_008u.1;X13271_009u;X15681_050u;X17129_008u;X17129_008u.1;XAV939_080u;Y27632_300u
8565;NA;4.13923607611226;8.24149350666492;NA;14.9402201946712;7.02941472949353;NA;NA;NA;4.30778577337919;NA;NA;NA;8.86793189625627;8.86793189625627;5.2058181283517;10.0255591908727;NA;NA;6.12463769609042;7.58490920656858;6.93051123442988;NA;NA;NA;1.43870945697049;NA;NA;NA;NA;NA;NA;4.51749542743515;1.03707405903331;NA;NA;NA;NA;NA;8.13412534896214;NA;NA;NA;NA;1.32383891777341;1.24051248210538;NA;4.72862392313191;5.80390959243217;1.23725532423234;6.89789002613093;NA;9.30650020971296;10.5911080105752;NA;NA;NA;NA;NA;NA;1.34022744924782;NA;NA;1.24107358369258;NA;NA;NA;1.3683655215187;8.26603583523196;NA;NA;NA;NA;NA;6.12085878444277;6.19736744785885;NA;7.25590683997356;NA;NA;NA;NA;NA;NA;NA;5.76106059685935;9.29505780877832;3.57705055205658;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;-4.12211037830907;NA;NA;NA;NA;NA;4.94617383574944;NA;1.12035590134162;1.23833073959394;NA;6.80557578747595;8.41735281581691;7.56617168316053;NA;NA;7.55349317153959;7.55349317153959;NA;1.24431031710287;NA;NA;NA;1.45120661468264
8566;NA;NA;NA;NA;NA;8.04484915697687;NA;NA;NA;-5.46060345742124;NA;-6.20382363840494;NA;NA;NA;NA;NA;NA;-3.46614603390929;-5.09678826150894;NA;-6.56422682444258;-5.34417931474617;NA;NA;-5.84482456343918;3.8434490262352;3.8434490262352;NA;-1.51384225886796;NA;NA;NA;NA;7.28524954234911;-7.30704858854745;NA;NA;NA;NA;6.7886816317369;NA;NA;NA;NA;NA;4.60251143459394;NA;-1.03653639259772;-7.6691172772821;3.61092025262144;NA;-1.55074552590805;-2.95935499283973;-4.84870714351201;NA;NA;NA;NA;-4.59554548306226;NA;NA;NA;-2.22468371869043;11.861671869817;11.861671869817;NA;NA;6.76710730324679;NA;6.25470911108353;NA;NA;-6.29939967291637;NA;NA;1.16384363329362;-5.10581582468735;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.99413396376015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.23694496133135;1.37636291040523;9.73063451331103;9.73063451331103;NA;NA;NA;NA;NA;-5.29868267390788;NA;7.94676703313231;7.37533819642437;7.37533819642437;NA;NA;NA;NA;NA;NA;7.37375147350876;-8.07721172169949
8567;-4.20559246308919;NA;-7.66156035957265;NA;NA;6.41596003647078;NA;NA;NA;NA;-1.04750902153941;6.64899277310563;NA;NA;NA;NA;5.83105989853072;-6.53830306321242;NA;NA;NA;3.18188907666809;NA;NA;6.11150912817511;NA;-2.84180579041002;-2.84180579041002;NA;NA;NA;1.81656692795759;NA;NA;NA;NA;-1.08256429396154;NA;NA;NA;NA;1.9368054823932;NA;NA;5.17982199077617;5.60330111598518;6.16093898455577;NA;-4.63677378922604;6.31002400107601;NA;3.06598974405334;NA;1.40538445587509;NA;-3.61572891779562;-3.61572891779562;-3.61572891779562;-3.61572891779562;NA;NA;-7.53673684828995;NA;NA;-1.10311973544481;-1.10311973544481;NA;NA;5.8280975694619;NA;NA;NA;NA;NA;NA;6.67677680281818;-4.17915889128859;NA;NA;NA;NA;NA;NA;-1.05488163806911;-6.2272073810591;NA;8.96472073849374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.60651979736065;NA;3.42852298295005;3.42852298295005;NA;NA;6.3745807135934;6.75790545329219;NA;NA;NA;NA;NA;NA;1.62751851015823;1.62751851015823;NA;NA;NA;NA;NA;5.98227088226099
8573;NA;NA;3.71900604895643;-3.29980027963429;NA;NA;NA;NA;NA;NA;NA;NA;-3.01871452393034;4.55496395548621;4.55496395548621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.72441548896801;7.72441548896801;NA;NA;-1.72410280472989;NA;NA;NA;NA;-3.90988525284008;NA;NA;NA;NA;-2.1801519966387;-1.52188976969869;NA;NA;NA;NA;NA;1.63310630744597;NA;1.49860847555926;NA;NA;NA;NA;NA;5.84883819459275;5.84883819459275;5.84883819459275;5.84883819459275;4.22176847602842;NA;NA;3.85657674738773;2.09848173985774;NA;NA;NA;-1.30172066339385;NA;-1.56252170973792;-4.06886453801854;NA;NA;-1.75108116620094;NA;NA;NA;NA;NA;NA;NA;NA;-1.26475504077196;NA;NA;NA;NA;-1.45281287988323;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-4.086118383189;-3.64056342277488;NA;NA;-1.89931136912271;-1.89931136912271;NA;NA;NA;NA;NA;3.68586777381161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8574;3.97459380321051;NA;4.09258443002875;NA;-1.69103647802552;NA;NA;10.5407140342352;10.5407140342352;NA;NA;8.13513164016059;-1.39863874333591;6.71025384574001;6.71025384574001;NA;-3.57689122197125;8.68720056113464;3.74843260574082;1.3731490845437;8.57440371702751;2.89194142046416;NA;NA;NA;3.84388366849453;NA;NA;7.31222383146709;NA;NA;6.06696733595328;NA;-4.42635782558508;NA;NA;-4.20615565445577;1.28872553708075;1.28872553708075;NA;2.16100133825556;6.29518313822941;8.88810196329857;NA;NA;6.11000838496601;5.34045629972354;NA;9.23176256443744;1.11266817545668;NA;1.67019622450571;-2.35657622104075;-2.87026169800842;NA;NA;NA;NA;NA;NA;6.53663355515529;3.12173787640394;-2.91054126724449;-1.28384406893766;8.45443812162524;8.45443812162524;-3.39999406007499;-5.48689899799954;6.63835743846433;5.90069311652927;NA;NA;NA;NA;NA;7.85106146017166;NA;NA;-1.82286682429459;8.80708741329682;8.80708741329682;6.29897242804296;NA;NA;NA;NA;1.37051448282546;NA;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;2.88324771669244;-2.08568478313512;4.26554919289898;NA;NA;NA;-1.35409940959577;8.50655805763317;NA;NA;NA;NA;NA;7.95461526241324;-5.48741641113032;-5.48741641113032;NA;NA;5.99214492762018;NA;4.94075630136188;4.94075630136188;NA;3.53231933618356
8575;NA;4.33948610806112;8.00023993087038;NA;7.25202685981169;3.4385658994464;NA;8.9064697712697;8.9064697712697;NA;2.92113150812258;NA;NA;1.3022341585999;1.3022341585999;NA;1.22085287955721;NA;NA;NA;NA;6.37651590378907;10.6224010286831;NA;NA;NA;NA;NA;NA;NA;NA;5.26996608756346;NA;NA;1.46378324325978;NA;NA;NA;NA;6.03805763115158;3.38064240827402;NA;7.69220056177075;-4.2400570138847;5.91778429780194;5.81559116901645;1.73262301452308;NA;8.18581623197637;7.3669996303456;NA;1.28586992394074;1.0215929021226;5.32721633426488;NA;NA;NA;NA;NA;NA;NA;-1.22762361115609;NA;NA;NA;NA;NA;7.65273280045742;5.56370452554169;3.54810903695795;NA;NA;NA;9.35059541368882;NA;6.94476228925359;NA;NA;-3.51509611720066;10.1604990301458;10.1604990301458;NA;9.73222150260553;-3.9100477105186;NA;NA;6.60190812094823;4.96589073682933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.7757430397392;NA;-1.3397536510071;-1.3397536510071;-3.05478036013503;NA;6.14176349867809;7.55762132400291;-5.51393831493654;NA;NA;NA;NA;NA;NA;NA;1.42931769279598;NA;NA;NA;-1.95291945884464;1.2572506689122
8579;2.35390289872532;NA;NA;NA;-3.21179723976255;NA;NA;4.79430503645796;4.79430503645796;NA;NA;3.32399787263798;NA;NA;NA;NA;NA;NA;3.43475380535598;NA;NA;NA;NA;NA;NA;1.87315338873773;-7.07680227607452;-7.07680227607452;NA;NA;2.44380699730218;5.48618042258937;-2.23413595241539;-7.19846790923428;NA;NA;NA;NA;NA;-2.47277478497411;NA;2.69036628871968;3.48336753290813;1.40088950815174;NA;2.83308547279219;NA;NA;NA;1.42661334221729;NA;2.45368191097278;-3.92379706599707;-4.39004965781588;NA;-7.53850110783797;-7.53850110783797;-7.53850110783797;-7.53850110783797;-1.28221771757763;1.74170008817118;1.51928435095371;2.91399257680239;5.61419126967015;6.88757562770341;6.88757562770341;NA;NA;NA;4.12876305681695;NA;-5.76010777039703;NA;NA;-3.18415690378995;2.05667787380545;NA;-2.35805809746734;NA;NA;NA;-5.24190094313582;NA;NA;NA;-4.63756870258607;NA;NA;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;-10.7632604049621;NA;7.57608258221996;1.41837588484214;NA;NA;NA;1.30545018237534;NA;2.71728076931275;NA;-4.39321655030734;NA;-4.75750836072818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8590;NA;NA;NA;NA;2.59757699315626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5583823200272;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.66777068619393;NA;-5.35341664208625;3.0302340183843;NA;NA;NA;NA;NA;NA;2.57236480961132;NA;-5.8208277011884;-3.34174940881907;-7.53826946574709;NA;NA;NA;NA;-8.55582509829503;NA;NA;NA;1.41696519263452;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.86393014976007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.39306434125021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.29683758030161;NA;3.16835469928085;3.16835469928085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.54378912583558
8593;9.50620538673064;-7.00682111250953;1.66290796604639;NA;4.94662132464034;7.136767584428;4.78302582915279;NA;NA;NA;NA;NA;4.42625965935355;4.11117708798232;4.11117708798232;NA;NA;5.08562408586484;-1.39946793492286;NA;NA;6.61504782084279;-5.27118515611831;NA;5.46494331436442;1.79855922531374;NA;NA;7.26093519169974;7.75214182664243;4.78540164997105;10.7279707287827;NA;-4.66319487384973;NA;NA;NA;-4.07941572174705;-4.07941572174705;NA;8.37999797479381;8.54172465727154;NA;-4.34356805827372;7.17597450373438;6.58844683915953;NA;-5.53463936494281;NA;NA;6.26611224217185;NA;NA;NA;-1.6741739067757;NA;NA;NA;NA;NA;5.02471578093815;7.22839938393586;NA;3.15442148102611;NA;NA;-4.05567003184509;-5.7758905503963;6.57338069950142;8.20948527161845;6.19662085569663;-1.38227308798016;NA;NA;NA;NA;NA;NA;-3.61167250827273;NA;NA;NA;NA;-4.01160727447524;NA;NA;NA;NA;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;2.59045382069655;NA;11.5782558125135;NA;NA;NA;NA;NA;NA;3.97324786199099;NA;NA;-4.12098801015739;NA;NA;NA;NA;NA;NA;4.80391641554015;NA;NA;4.32353867715288;NA
8596;NA;7.83728710506876;7.78328539140122;6.85043492605245;4.38982129603187;NA;NA;NA;NA;NA;10.4244684968878;NA;NA;NA;NA;1.68800083351913;3.19101128992034;NA;NA;-1.06600070709396;NA;-4.92639105892813;4.99796658962958;NA;NA;-4.16889738353508;NA;NA;NA;NA;7.19725822485584;NA;-1.46467007447774;-1.34527359915704;7.18665200033584;NA;NA;5.12902476268889;5.12902476268889;-1.61713359655633;5.47220614555838;10.1249737124549;NA;7.88803882325103;NA;NA;NA;NA;NA;-6.07980139134671;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.20214974700578;NA;NA;NA;2.86781300609201;NA;5.826230582362;6.98282247927848;NA;6.20104971527923;1.60093123409795;-2.2704414453457;NA;NA;-1.55132534841611;8.48537486064241;NA;NA;NA;NA;NA;NA;NA;NA;-2.87006958423419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.62606878645738;2.4948328498402;NA;NA;NA;NA;NA;NA;-2.53974319341043;NA;-3.58089997406002;8.23304774195943;NA;NA;NA;-2.96424654177651;-2.96424654177651;NA;NA;NA;NA;3.1030665074621;-6.47703494715057
8600;1.85631948272093;NA;NA;-6.68712451823931;NA;NA;-5.32469834995674;NA;NA;-1.49011896301271;NA;NA;-6.43314279074136;NA;NA;-1.46500181096431;NA;NA;NA;NA;5.8007995565023;6.58733558713592;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.29288101450866;NA;-1.1371706901754;NA;NA;NA;NA;NA;NA;NA;NA;9.74417812404848;9.67471441962721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.03715076311397;NA;NA;NA;NA;NA;NA;NA;NA;NA;-7.36855962181059;NA;7.60245839824707;-3.28023049012437;6.43321683088501;6.26224600820909;-4.01184934136589;-1.25194810393302;NA;NA;NA;NA;1.34180447432386;6.32285306198289;NA;NA;NA;NA;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;2.22054381705556;-6.98253578835693;8.91064275109502;NA;NA;NA;9.66360472600024;7.92078933602753;5.47471128085993;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.54569824812701;6.97711179375972;4.86589488760897;4.86589488760897;NA;NA
8608;3.19363119528108;1.22207933982889;2.00165832442366;NA;-3.12407219752171;NA;NA;3.20217333227482;3.20217333227482;2.23108986457453;NA;1.48654742375767;NA;NA;NA;NA;1.8975354736122;NA;4.44245903062017;NA;NA;NA;2.88250970850616;NA;NA;NA;NA;NA;NA;-4.60661689151488;NA;5.15153771673831;NA;NA;NA;NA;NA;1.16336483688622;1.16336483688622;-5.73529387579045;NA;3.23071576814096;1.95672949153012;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.01036835403056;1.05905074740241;NA;NA;NA;NA;NA;NA;NA;NA;1.07930619565756;7.53079986526523;5.62656063094157;5.62656063094157;NA;NA;NA;3.15032478869753;NA;1.15543061595373;NA;1.6972902466553;NA;NA;NA;NA;NA;NA;NA;-6.09206943846587;NA;NA;NA;NA;NA;NA;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;NA;3.43333310110689;-4.65943732721915;1.959838298839;1.959838298839;NA;NA;NA;NA;NA;1.43330634609124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8611;NA;NA;NA;NA;4.25038254717616;NA;NA;NA;NA;-3.86021321125965;NA;3.93506878105651;NA;NA;NA;NA;4.79507971369734;NA;-1.25199194631134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.8120623353212;2.51207642415779;-2.98249866723573;NA;-2.99061217837343;NA;NA;NA;NA;NA;9.73287919586113;NA;8.23255689557617;1.19886986106515;7.58016670858431;NA;NA;NA;-3.62510471571172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.25460516210376;2.50794680176475;NA;-2.75101712738872;-2.75101712738872;NA;NA;NA;NA;5.41863158496472;NA;4.86309654652889;-4.88242715945274;1.7671816908147;6.60547496336617;NA;-3.37261390432979;NA;NA;NA;NA;-4.2394275200966;6.12381172927338;6.60973723259663;6.66662414895347;NA;NA;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;-9.75168979003111;NA;3.88090123027295;1.16054400733209;-4.16559455030344;-4.16559455030344;NA;10.5122081435509;7.62829466666049;2.52623518959337;NA;NA;NA;NA;NA;NA;NA;NA;4.62089681349804;NA;5.5229581710416;5.5229581710416;NA;-4.33433298971941
8614;NA;NA;NA;NA;NA;1.7745820734129;NA;NA;NA;NA;1.73595745685408;NA;NA;1.03222154943739;1.03222154943739;NA;NA;1.12122274275034;NA;NA;NA;1.40174896216832;NA;NA;NA;NA;NA;NA;NA;NA;2.17394444188418;NA;3.57991184144728;NA;-1.18588027181508;NA;NA;NA;NA;NA;1.45044731687734;4.09435661397645;NA;NA;1.52749473709865;NA;NA;NA;1.07266932134074;NA;1.7174932494183;-1.05238350703259;2.27662791476389;NA;-1.19725759039326;8.70562028798181;8.70562028798181;8.70562028798181;8.70562028798181;1.03460584598875;NA;1.73886754124449;2.93654156672126;-1.08516881191213;NA;NA;NA;NA;-2.27944156901642;NA;NA;NA;NA;NA;1.22036308303532;-1.09292535661625;1.21060879186291;NA;NA;1.10889706466062;1.10889706466062;NA;-6.51731080648041;NA;NA;NA;NA;-6.77759324321372;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;3.85255676515231;-1.25766490600426;NA;NA;NA;NA;NA;3.16876020626796;-1.16878139952251;NA;NA;NA;NA;NA;NA;NA;1.41463434394469;1.41463434394469;2.0300593009381;3.73702934726613;NA;NA;-3.35925021803417;1.3981387695157
8615;10.8625740871528;NA;-5.3391336942539;4.93900900640768;-2.57718068009801;NA;7.61910247101445;-1.14504301488727;-1.14504301488727;NA;NA;NA;6.23859218187757;NA;NA;NA;-4.09764764338478;NA;NA;NA;-2.8969894259849;NA;NA;NA;NA;-5.13721670650024;NA;NA;-2.46244277388869;-1.12584702856819;9.03233027216226;NA;NA;NA;NA;-6.84293658037082;-4.68649035831871;NA;NA;-2.38896477260362;NA;NA;-1.44303385660551;NA;NA;2.10814757528212;NA;-5.26136726807912;NA;NA;NA;-4.37911088772569;-3.13777020790693;-3.52794826595038;-4.73088059068183;NA;NA;NA;NA;NA;NA;8.8557516381919;-3.59905979082064;6.36013943412743;NA;NA;NA;NA;-4.68484313522632;NA;2.34672047043012;NA;NA;1.93327528925547;-3.26626432766636;NA;NA;NA;NA;NA;NA;-2.36352385532475;-1.10072261982146;NA;NA;NA;-2.22396355024648;NA;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;3.70366561472523;6.54883601332036;NA;NA;NA;NA;5.11717829854412;-2.79096845834141;NA;1.97347488227221;NA;-4.55652282825915;-3.75277671545567;-1.70277786442157;NA;NA;-6.26941205558599;-6.26941205558599;-3.06754050363113;-3.6271132805093;-2.86049859131407;-2.86049859131407;6.59457005316564;NA
8621;NA;-7.43380806413727;-6.02477353439539;NA;1.21534963433587;-5.91994576001305;NA;-3.9624733798221;-3.9624733798221;NA;NA;6.87217433558976;NA;NA;NA;8.55797206862858;NA;6.63736928220988;NA;NA;NA;NA;9.8176261067586;NA;NA;NA;NA;NA;-5.43303703483901;6.71169797253653;NA;NA;5.82220059943184;NA;NA;NA;-1.12482221440524;NA;NA;6.02114931023062;NA;NA;-4.54458353402348;NA;5.81021980660124;NA;NA;NA;8.25649783461959;8.23723251861546;NA;1.68350388131131;NA;NA;NA;NA;NA;NA;NA;7.66020554667673;6.54204189554655;NA;NA;10.6852367247756;NA;NA;NA;9.9680551822748;NA;NA;NA;-1.34184177616958;NA;4.58494232861701;4.7085848141568;-6.03349338899049;NA;NA;NA;NA;NA;NA;7.58741200834514;NA;NA;NA;-5.26552979195016;5.88674367103594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.47201280248438;NA;-6.20279524845979;10.2365358598224;NA;5.69282690454701;NA;-4.84485920118006;NA;NA;-5.42551265602678;-5.42551265602678;NA;NA;NA;NA;NA;4.32531919199426
8626;NA;NA;NA;NA;NA;NA;NA;3.1375704730305;3.1375704730305;NA;-4.96118090328031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6.85086162726294;-6.85086162726294;NA;-4.08475284844301;NA;4.42849093408336;-5.07828621126358;NA;NA;NA;NA;5.16458957184386;5.16458957184386;-5.24352142778829;NA;NA;1.36416452094078;-5.29268768548067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.23397657307347;4.42687348094088;5.2346758832148;5.2346758832148;NA;NA;NA;NA;NA;NA;NA;NA;-5.74629067773876;NA;-4.19331094837723;NA;NA;NA;NA;NA;NA;NA;-7.66271110276817;-5.40558687409411;NA;NA;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;-4.08837725995615;NA;2.5908151004775;-3.7479670491165;2.81904484636926;2.81904484636926;3.31230361505831;NA;NA;2.55412050894119;-6.47771466960706;NA;NA;-5.51958642940163;NA;NA;NA;NA;-6.49926732425752;NA;NA;NA;NA;NA
8628;-1.5401729110107;NA;NA;1.16073675664152;-2.31979239567784;NA;1.01976653176405;-4.36104680571215;-4.36104680571215;NA;NA;7.0401910247272;NA;NA;NA;-5.67588807847986;-4.69070183314143;NA;1.78573943755428;NA;NA;4.9928532763358;-5.52654498909011;NA;NA;7.71400887591937;NA;NA;-5.70689076425998;NA;NA;NA;9.83611318534714;NA;NA;NA;NA;1.41736225426518;1.41736225426518;10.4066644120653;1.1660922622147;1.32094155131653;NA;NA;7.7743923877731;2.32712787722483;NA;NA;NA;7.20103294169617;-6.51895395087533;NA;4.12921083618498;NA;NA;NA;NA;NA;NA;NA;4.04838892408888;NA;NA;2.496966593391;1.49210354228674;1.49210354228674;NA;NA;NA;NA;NA;NA;NA;-6.51086936835296;9.85499540558213;NA;3.77292111643003;1.24984523023406;NA;NA;NA;-5.6454636047136;1.92101758571143;NA;NA;-5.04960655214364;3.53835719880819;NA;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;4.70158492234279;NA;8.64087170322417;4.31325895259977;1.49461251548552;1.49461251548552;1.38014323820188;NA;NA;3.48137530623212;-7.60842794480746;10.5147041186009;NA;2.92543510980153;NA;NA;NA;NA;NA;-6.54440103424844;NA;NA;NA;6.18502079639055
8629;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3.08937295674925;NA;NA;NA;NA;NA;-3.11457632112079;NA;NA;2.66046482424506;NA;NA;-1.89414429780097;5.87714169317335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.74076775095477;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.07928983162862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.25655548766089;NA;NA;3.69914441171989;NA;NA;NA;-3.66206057223567;NA;NA;NA;-1.11156540093938;NA;NA;NA;NA;NA;-2.31621452228417;-5.32026820856809;NA;NA;NA;-3.58507935486774;-5.69141636226312;NA;NA;NA;-3.94243257911428;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;-4.0850672491165;NA;NA;NA;NA;NA;-4.89476825202295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8630;NA;5.25271864585555;6.86789618830159;NA;8.18807701974118;NA;NA;NA;NA;-7.02980039883657;-1.73585892545675;NA;-1.06268448131376;7.64308925353206;7.64308925353206;-1.08657981084305;1.26665444042674;4.40833347323194;-5.24943489133504;NA;NA;NA;-6.92381623473884;NA;NA;1.2999045475706;9.52430758977021;9.52430758977021;NA;6.72979775099999;NA;4.24480748443901;8.37660378393708;NA;NA;NA;NA;2.27411000457837;2.27411000457837;NA;NA;NA;NA;2.24999132439562;NA;2.96426638503306;NA;NA;6.05984543573281;1.45412424341798;NA;NA;NA;4.31762697902992;1.26994519315616;NA;NA;NA;NA;NA;1.02317164376049;NA;1.27048111887653;-4.28913065159824;-1.19442821326058;-1.19442821326058;-1.90865191064028;-7.35800454569637;NA;NA;-1.19908461430709;NA;NA;NA;5.6043895403857;NA;NA;-6.68949375155838;1.14954719248605;NA;NA;1.91104944127568;NA;-1.81919988822882;-6.02418438867541;4.12062519252164;2.62465237862225;-7.53397461501096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.22376080457245;6.63771183041793;NA;NA;4.90673816646067;1.0400606619902;NA;1.06533285602744;NA;8.65473757071029;6.14589998683877;NA;NA;NA;1.18504683292645;1.18504683292645;NA;NA;NA;NA;NA;7.00212053138663
8632;NA;NA;-5.17247834087747;NA;2.26271006816308;-1.47371097288964;-1.24744961261454;NA;NA;NA;NA;NA;NA;9.1709594333808;9.1709594333808;NA;-1.15027660817001;7.27574142878679;NA;NA;1.32866399145135;NA;NA;NA;NA;-1.03049825646042;5.322988160021;5.322988160021;1.88786069944693;NA;-1.23174971014737;NA;1.39670142761466;-1.26076865386142;NA;NA;NA;-6.10872571382743;-6.10872571382743;1.77044958246612;NA;-1.13965492750483;NA;-6.3386058747422;NA;-1.53246675093032;NA;NA;NA;NA;NA;-1.2437383970257;NA;NA;NA;NA;NA;NA;NA;8.16550864746653;NA;-4.59041182953184;-1.00597130169094;NA;11.5890488198731;11.5890488198731;-6.08799169248498;NA;NA;NA;NA;-3.83569615037859;NA;NA;NA;1.32982309167733;NA;NA;NA;NA;NA;1.29213146127946;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.96693385167681;NA;7.59319188558091;7.59319188558091;-5.35203952998947;-1.29905241241537;-1.90848167923428;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.41634878352004;NA;NA;NA;-5.39684465046432;NA
